Academic license - for non-commercial use only
#states     factor     time-vi    time-2lp  
        25      -0.99    0.00423
        25      -0.98    0.00307
        25      -0.97    0.00309
        25      -0.96    0.00305
        25      -0.95    0.00298
        25      -0.94    0.00324
        25      -0.93    0.00310
        25      -0.92    0.00299
        25      -0.91    0.00305
        25      -0.90    0.00298
        25      -0.89    0.00295
        25      -0.88    0.00301
        25      -0.87    0.00302
        25      -0.86    0.00307
        25      -0.85    0.00300
        25      -0.84    0.00307
        25      -0.83    0.00299
        25      -0.82    0.00303
        25      -0.81    0.00298
        25      -0.80    0.00305
        25      -0.79    0.00309
        25      -0.78    0.00303
        25      -0.77    0.00307
        25      -0.76    0.00298
        25      -0.75    0.00309
        25      -0.74    0.00313
        25      -0.73    0.00310
        25      -0.72    0.00303
        25      -0.71    0.00304
        25      -0.70    0.00299
        25      -0.69    0.00302
        25      -0.68    0.00297
        25      -0.67    0.00301
        25      -0.66    0.00295
        25      -0.65    0.00301
        25      -0.64    0.00295
        25      -0.63    0.00305
        25      -0.62    0.00294
        25      -0.61    0.00312
        25      -0.60    0.00297
        25      -0.59    0.00299
        25      -0.58    0.00294
        25      -0.57    0.00306
        25      -0.56    0.00297
        25      -0.55    0.00310
        25      -0.54    0.00309
        25      -0.53    0.00300
        25      -0.52    0.00304
        25      -0.51    0.00306
        25      -0.50    0.00309
        25      -0.49    0.00308
        25      -0.48    0.00304
        25      -0.47    0.00300
        25      -0.46    0.00313
        25      -0.45    0.00387
        25      -0.44    0.00312
        25      -0.43    0.00304
        25      -0.42    0.00310
        25      -0.41    0.00302
        25      -0.40    0.00303
        25      -0.39    0.00316
        25      -0.38    0.00305
        25      -0.37    0.00308
        25      -0.36    0.00299
        25      -0.35    0.00316
        25      -0.34    0.00337
        25      -0.33    0.00324
        25      -0.32    0.00335
        25      -0.31    0.00330
        25      -0.30    0.00331
        25      -0.29    0.00333
        25      -0.28    0.00311
        25      -0.27    0.00341
        25      -0.26    0.00314
        25      -0.25    0.00323
        25      -0.24    0.00351
        25      -0.23    0.00314
        25      -0.22    0.00304
        25      -0.21    0.00329
        25      -0.20    0.00313
        25      -0.19    0.00315
        25      -0.18    0.00310
        25      -0.17    0.00315
        25      -0.16    0.00307
        25      -0.15    0.00311
        25      -0.14    0.00619
        25      -0.13    0.00301
        25      -0.12    0.00309
        25      -0.11    0.00309
        25      -0.10    0.00308
        25      -0.09    0.00299
        25      -0.08    0.00306
        25      -0.07    0.00299
        25      -0.06    0.00308
        25      -0.05    0.00300
        25      -0.04    0.00308
        25      -0.03    0.00300
        25      -0.02    0.00313
        25      -0.01    0.00302
        25       0.00    0.00293
        25       0.01    0.00301
        25       0.02    0.00295
        25       0.03    0.00293
        25       0.04    0.00298
        25       0.05    0.00296
        25       0.06    0.00302
        25       0.07    0.00298
        25       0.08    0.00296
        25       0.09    0.00310
        25       0.10    0.00301
        25       0.11    0.00304
        25       0.12    0.00304
        25       0.13    0.00310
        25       0.14    0.00295
        25       0.15    0.00301
        25       0.16    0.00299
        25       0.17    0.00304
        25       0.18    0.00299
        25       0.19    0.00312
        25       0.20    0.00292
        25       0.21    0.00301
        25       0.22    0.00298
        25       0.23    0.00298
        25       0.24    0.00459
        25       0.25    0.00317
        25       0.26    0.00368
        25       0.27    0.00302
        25       0.28    0.00337
        25       0.29    0.00303
        25       0.30    0.00344
        25       0.31    0.00301
        25       0.32    0.00356
        25       0.33    0.00301
        25       0.34    0.00328
        25       0.35    0.00304
        25       0.36    0.00333
        25       0.37    0.00306
        25       0.38    0.00342
        25       0.39    0.00308
        25       0.40    0.00336
        25       0.41    0.00300
        25       0.42    0.00337
        25       0.43    0.00305
        25       0.44    0.00337
        25       0.45    0.00297
        25       0.46    0.00346
        25       0.47    0.00296
        25       0.48    0.00340
        25       0.49    0.00292
        25       0.50    0.00314
        25       0.51    0.00296
        25       0.52    0.00310
        25       0.53    0.00291
        25       0.54    0.00312
        25       0.55    0.00296
        25       0.56    0.00309
        25       0.57    0.00299
        25       0.58    0.00313
        25       0.59    0.00302
        25       0.60    0.00311
        25       0.61    0.00307
        25       0.62    0.00308
        25       0.63    0.00304
        25       0.64    0.00323
        25       0.65    0.00304
        25       0.66    0.00310
        25       0.67    0.00299
        25       0.68    0.00307
        25       0.69    0.00303
        25       0.70    0.00315
        25       0.71    0.00303
        25       0.72    0.00314
        25       0.73    0.00302
        25       0.74    0.00309
        25       0.75    0.00296
        25       0.76    0.00310
        25       0.77    0.00299
        25       0.78    0.00307
        25       0.79    0.00299
        25       0.80    0.00321
        25       0.81    0.00297
        25       0.82    0.00311
        25       0.83    0.00291
        25       0.84    0.00308
        25       0.85    0.00293
        25       0.86    0.00303
        25       0.87    0.00293
        25       0.88    0.00304
        25       0.89    0.00294
        25       0.90    0.00306
        25       0.91    0.00298
        25       0.92    0.00305
        25       0.93    0.00307
        25       0.94    0.00309
        25       0.95    0.00310
        25       0.96    0.00302
        25       0.97    0.00301
        25       0.98    0.00302
        25       0.99    0.00342
        25       1.00    0.00300
        75      -0.99    0.00972
        75      -0.98    0.01050
        75      -0.97    0.01060
        75      -0.96    0.01058
        75      -0.95    0.00937
        75      -0.94    0.00943
        75      -0.93    0.00938
        75      -0.92    0.00940
        75      -0.91    0.00935
        75      -0.90    0.00938
        75      -0.89    0.00941
        75      -0.88    0.00950
        75      -0.87    0.00941
        75      -0.86    0.00934
        75      -0.85    0.00937
        75      -0.84    0.00925
        75      -0.83    0.00932
        75      -0.82    0.00938
        75      -0.81    0.00936
        75      -0.80    0.00935
        75      -0.79    0.00991
        75      -0.78    0.00938
        75      -0.77    0.00950
